Microorganism,Species,Strain,Product group,Product,Treatment,aw,pH,T,D,z,log D,log D (model),Ref,Year,Remarks,,log D model dairy,log D model milk,log D model meat,log D model beef,log D model chicken,,F-test,logD (all),logD (10% NaCl),logD (rest)
Listeria,monocytogenes,,Meat,Beef,roast,,,57.2,18,,1.255272505,0.7532,ICMSF,1996,,,,,0.8524,0.76856,,,,0.77070379,,0.753806185
Listeria,monocytogenes,,Meat,Beef,roast,,,60,3.5,,0.544068044,0.3556,ICMSF,1996,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,roast,,,60,4.5,,0.653212514,0.3556,ICMSF,1996,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,roast,,,62.8,2.6,,0.414973348,-0.042,ICMSF,1996,,,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,,Meat,Beef,roast,,,62.8,2.8,,0.447158031,-0.042,ICMSF,1996,,,,,0.1132,0.16264,,,,-0.002520394,,-0.041339245
Listeria,monocytogenes,NCTC 11994,Meat,Beef,solid,,,48,88.6,,1.947433722,2.0596,Bolton et al.,2000,"Heated in commercial retort, PALCAM as culture medium",,,,2.0668,1.764,,,,2.041000662,,2.060116535
Listeria,monocytogenes,NCTC 11994,Meat,Beef,solid,,,48,92.6,,1.966610987,2.0596,Bolton et al.,2000,"Heated in commercial retort, TSA as culture medium",,,,2.0668,1.764,,,,2.041000662,,2.060116535
Listeria,monocytogenes,NCTC 11994,Meat,Beef,solid,,,52,26.7,,1.426511261,1.4916,Bolton et al.,2000,"Heated in commercial retort, PALCAM as culture medium",,,,1.5388,1.3312,,,,1.488697674,,1.492155513
Listeria,monocytogenes,NCTC 11994,Meat,Beef,solid,,,52,29,,1.462397998,1.4916,Bolton et al.,2000,"Heated in commercial retort, TSA as culture medium",,,,1.5388,1.3312,,,,1.488697674,,1.492155513
Listeria,monocytogenes,NCTC 11994,Meat,Beef,solid,,,56,3.1,,0.491361694,0.9236,Bolton et al.,2000,"Heated in commercial retort, PALCAM as culture medium",,,,1.0108,0.8984,,,,0.936394686,,0.924194492
Listeria,monocytogenes,NCTC 11994,Meat,Beef,solid,,,56,3.3,,0.51851394,0.9236,Bolton et al.,2000,"Heated in commercial retort, TSA as culture medium",,,,1.0108,0.8984,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,60,6.27,,0.797267541,0.3556,ICMSF,1996,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,60,8.32,,0.920123326,0.3556,ICMSF,1996,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,62,2.9,,0.462397998,0.0716,ICMSF,1996,,,,,0.2188,0.2492,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,62,4.2,,0.62324929,0.0716,ICMSF,1996,,,,,0.2188,0.2492,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,64,2.19,,0.340444115,-0.2124,ICMSF,1996,,,,,-0.0452,0.0328,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,64,2.21,,0.344392274,-0.2124,ICMSF,1996,,,,,-0.0452,0.0328,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,66,0.93,,-0.031517051,-0.4964,ICMSF,1996,,,,,-0.3092,-0.1836,,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,66,0.94,,-0.026872146,-0.4964,ICMSF,1996,,,,,-0.3092,-0.1836,,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,68,0.27,,-0.568636236,-0.7804,ICMSF,1996,,,,,-0.5732,-0.4,,,,-0.720514278,,-0.779688573
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,68,0.35,,-0.455931956,-0.7804,ICMSF,1996,,,,,-0.5732,-0.4,,,,-0.720514278,,-0.779688573
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,70,0.14,,-0.853871964,-1.0644,ICMSF,1996,,,,,-0.8372,-0.6164,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Beef,"steak, homogenate",,,70,0.2,,-0.698970004,-1.0644,ICMSF,1996,,,,,-0.8372,-0.6164,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,Scott A,Meat,Beef,thick slurry,,,60,8.32,,0.920123326,0.3556,MacKey and Bratchell,1989,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCTC 11994,Meat,Beef,thick slurry,,,60,6.27,,0.797267541,0.3556,MacKey and Bratchell,1989,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Beef,,,,60,1.15,,0.06069784,0.3556,Doyle et al.,2001,Cells grown in 0.09M NaCl,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Beef,,,,60,1.95,,0.290034611,0.3556,Doyle et al.,2001,Cells grown in 1.5M NaCl,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Meat,Beef,,,5.4,60,3.07,,0.487138375,0.3556,Doyle et al.,2001,Log phase cells,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Meat,Beef,,,5.4,60,3.83,,0.583198774,0.3556,Doyle et al.,2001,Log phase cells;heat shock 30 min 46 ﾂｰC,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Meat,Beef,,,5.4,60,8.65,,0.937016107,0.3556,Doyle et al.,2001,Stationary phase cells,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Meat,Beef,,,5.4,60,7.88,,0.896526217,0.3556,Doyle et al.,2001,Stationary phase cells; heat shock 30 min 46 ﾂｰC,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Meat,Beef,,,6.2,60,4.03,,0.605305046,0.3556,Doyle et al.,2001,Log phase cells,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Meat,Beef,,,6.2,60,9.51,,0.978180517,0.3556,Doyle et al.,2001,Log phase cells;heat shock 30 min 46 ﾂｰC,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Meat,Beef,,,6.2,60,12.53,,1.097951071,0.3556,Doyle et al.,2001,Stationary phase cells,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,13-249,Meat,Beef,,,6.2,60,12.23,,1.087426457,0.3556,Doyle et al.,2001,Stationary phase cells; heat shock 30 min 46 ﾂｰC,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,,,5.64,60,6.7,6.9,0.826074803,0.3556,Doyle et al.,2001,Heating rate > 10 ﾂｰC/min,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,,,5.64,64.5,1.4,6.9,0.146128036,-0.2834,Doyle et al.,2001,Heating rate > 10 ﾂｰC/min,,,,-0.1112,-0.0213,,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,,Meat,Beef,,,5.64,60,6.4,6.5,0.806179974,0.3556,Doyle et al.,2001,Heating rate 0.6 ﾂｰC/min,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,,,5.64,64.5,1.6,6.5,0.204119983,-0.2834,Doyle et al.,2001,Heating rate 0.6 ﾂｰC/min,,,,-0.1112,-0.0213,,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,,Meat,Beef,,,5.64,60,7.1,6.6,0.851258349,0.3556,Doyle et al.,2001,Heating rate 0.3 ﾂｰC/min,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,,,5.64,64.5,1.7,6.6,0.230448921,-0.2834,Doyle et al.,2001,Heating rate 0.3 ﾂｰC/min,,,,-0.1112,-0.0213,,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,CRA 433,Meat,Beef,,,6,60,1.5,19.8,0.176091259,0.3556,Doyle et al.,2001,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,CRA 433,Meat,Beef,,,6,64.5,0.88,19.8,-0.055517328,-0.2834,Doyle et al.,2001,,,,,-0.1112,-0.0213,,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,CRA 433,Meat,Beef,,,6,70,0.47,19.8,-0.327902142,-1.0644,Doyle et al.,2001,,,,,-0.8372,-0.6164,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,P(10)4,Meat,Beef,,,6,60,1.63,15.6,0.212187604,0.3556,Doyle et al.,2001,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,P(10)4,Meat,Beef,,,6,64.5,0.56,15.6,-0.251811973,-0.2834,Doyle et al.,2001,,,,,-0.1112,-0.0213,,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,P(10)4,Meat,Beef,,,6,70,0.37,15.6,-0.431798276,-1.0644,Doyle et al.,2001,,,,,-0.8372,-0.6164,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Beef,,,,62,2.9,,0.462397998,0.0716,Forsythe,2000,,,,,0.2188,0.2492,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Meat,Beef,,,,62,4.2,,0.62324929,0.0716,Forsythe,2000,,,,,0.2188,0.2492,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Meat,Beef,,,5.5,50,85,,1.929418926,1.7756,ICMSF,1996,,,,,1.8028,1.5476,,,,1.764849168,,1.776136024
Listeria,monocytogenes,,Meat,Beef,,,5.5,55,21,,1.322219295,1.0656,ICMSF,1996,,,,,1.1428,1.0066,,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Beef,,,5.5,60,3.8,,0.579783597,0.3556,ICMSF,1996,,,,,0.4828,0.4656,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Beef,,,5.5,65,0.93,,-0.031517051,-0.3544,ICMSF,1996,,,,,-0.1772,-0.0754,,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Meat,Beef,,,5.5,70,0.14,,-0.853871964,-1.0644,ICMSF,1996,,,,,-0.8372,-0.6164,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Chicken,breast,,5.75,50,100,,2,1.7756,ICMSF,1996,,,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,,Meat,Chicken,breast,,5.75,55,13,,1.113943352,1.0656,ICMSF,1996,,,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Chicken,breast,,5.75,60,8.7,,0.939519253,0.3556,ICMSF,1996,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Chicken,breast,,5.75,65,0.52,,-0.283996656,-0.3544,ICMSF,1996,,,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Meat,Chicken,breast,,5.75,70,0.13,,-0.886056648,-1.0644,ICMSF,1996,,,,,-0.8372,,-1.156,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Chicken,breast,,,55,51.02,5.71,1.707740454,1.0656,Murphy et al.,2003,,,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Chicken,breast,,,57.5,13.93,5.71,1.143951116,0.7106,Murphy et al.,2003,,,,,0.8128,,0.879,,,0.729281066,,0.711209109
Listeria,monocytogenes,,Meat,Chicken,breast,,,60,8.49,5.71,0.92890769,0.3556,Murphy et al.,2003,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Chicken,breast,,,62.5,2.6,5.71,0.414973348,0.0006,Murphy et al.,2003,,,,,0.1528,,0.065,,,0.038902331,,0.001257832
Listeria,monocytogenes,,Meat,Chicken,breast,,,65,0.65,5.71,-0.187086643,-0.3544,Murphy et al.,2003,,,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Meat,Chicken,breast,,,67.5,0.29,5.71,-0.537602002,-0.7094,Murphy et al.,2003,,,,,-0.5072,,-0.749,,,-0.651476404,,-0.708693445
Listeria,monocytogenes,,Meat,Chicken,breast,,,70,0.13,5.71,-0.886056648,-1.0644,Murphy et al.,2003,,,,,-0.8372,,-1.156,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,Scott A,Meat,Chicken,Cooked,,,60,5.29,6.72,0.723455672,0.3556,Doyle et al.,2001,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Chicken,Cooked,,,62,2.51,6.72,0.399673721,0.0716,Doyle et al.,2001,,,,,0.2188,,0.1464,,,0.107940204,,0.07225296
Listeria,monocytogenes,Scott A,Meat,Chicken,Cooked,,,64.5,1.56,6.72,0.193124598,-0.2834,Doyle et al.,2001,,,,,-0.1112,,-0.2606,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,Scott A,Meat,Chicken,Cooked,,,70,0.16,6.72,-0.795880017,-1.0644,Doyle et al.,2001,,,,,-0.8372,,-1.156,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,NCTC 11994,Meat,Chicken,Cooked,,,60,5.02,7.39,0.700703717,0.3556,Doyle et al.,2001,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCTC 11994,Meat,Chicken,Cooked,,,62,2.21,7.39,0.344392274,0.0716,Doyle et al.,2001,,,,,0.2188,,0.1464,,,0.107940204,,0.07225296
Listeria,monocytogenes,NCTC 11994,Meat,Chicken,Cooked,,,64.5,1.84,7.39,0.264817823,-0.2834,Doyle et al.,2001,,,,,-0.1112,,-0.2606,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,NCTC 11994,Meat,Chicken,Cooked,,,70,0.2,7.39,-0.698970004,-1.0644,Doyle et al.,2001,,,,,-0.8372,,-1.156,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,50,119,,2.075546961,1.7756,ICMSF,1996,"7 ﾂｰC, 0d in gravy prior to heating",,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,50,195,,2.290034611,1.7756,ICMSF,1996,"7 ﾂｰC, 0d in gravy prior to heating",,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,50,99.9,,1.999565488,1.7756,ICMSF,1996,"7 ﾂｰC, 1d in gravy prior to heating",,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,50,118,,2.071882007,1.7756,ICMSF,1996,"7 ﾂｰC, 1d in gravy prior to heating",,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,50,83.2,,1.920123326,1.7756,ICMSF,1996,"7 ﾂｰC, 3d in gravy prior to heating",,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,50,132,,2.120573931,1.7756,ICMSF,1996,"7 ﾂｰC, 3d in gravy prior to heating",,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,50,114,,2.056904851,1.7756,ICMSF,1996,"7 ﾂｰC, 5d in gravy prior to heating",,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,50,365,,2.562292864,1.7756,ICMSF,1996,"7 ﾂｰC, 5d in gravy prior to heating",,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,50,115,,2.06069784,1.7756,ICMSF,1996,"7 ﾂｰC, 10d in gravy prior to heating",,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,50,199,,2.298853076,1.7756,ICMSF,1996,"7 ﾂｰC, 10d in gravy prior to heating",,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,55,39.4,,1.595496222,1.0656,ICMSF,1996,"7 ﾂｰC, 0d in gravy prior to heating",,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,55,79.1,,1.898176483,1.0656,ICMSF,1996,"7 ﾂｰC, 0d in gravy prior to heating",,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,55,19.4,,1.28780173,1.0656,ICMSF,1996,"7 ﾂｰC, 1d in gravy prior to heating",,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,55,34.6,,1.539076099,1.0656,ICMSF,1996,"7 ﾂｰC, 1d in gravy prior to heating",,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,55,10.7,,1.029383778,1.0656,ICMSF,1996,"7 ﾂｰC, 3d in gravy prior to heating",,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,55,18.2,,1.260071388,1.0656,ICMSF,1996,"7 ﾂｰC, 3d in gravy prior to heating",,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,55,10.4,,1.017033339,1.0656,ICMSF,1996,"7 ﾂｰC, 5d in gravy prior to heating",,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,55,16.2,,1.209515015,1.0656,ICMSF,1996,"7 ﾂｰC, 5d in gravy prior to heating",,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,55,13,,1.113943352,1.0656,ICMSF,1996,"7 ﾂｰC, 10d in gravy prior to heating",,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,55,17.4,,1.240549248,1.0656,ICMSF,1996,"7 ﾂｰC, 10d in gravy prior to heating",,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,60,3.13,,0.495544338,0.3556,ICMSF,1996,"7 ﾂｰC, 0d in gravy prior to heating",,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,60,7.07,,0.849419414,0.3556,ICMSF,1996,"7 ﾂｰC, 0d in gravy prior to heating",,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,60,1.1,,0.041392685,0.3556,ICMSF,1996,"7 ﾂｰC, 1d in gravy prior to heating",,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,60,1.63,,0.212187604,0.3556,ICMSF,1996,"7 ﾂｰC, 1d in gravy prior to heating",,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,60,1.23,,0.089905111,0.3556,ICMSF,1996,"7 ﾂｰC, 3d in gravy prior to heating",,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,60,1.42,,0.152288344,0.3556,ICMSF,1996,"7 ﾂｰC, 3d in gravy prior to heating",,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,60,1.05,,0.021189299,0.3556,ICMSF,1996,"7 ﾂｰC, 5d in gravy prior to heating",,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,60,1.36,,0.133538908,0.3556,ICMSF,1996,"7 ﾂｰC, 5d in gravy prior to heating",,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,60,0.75,,-0.124938737,0.3556,ICMSF,1996,"7 ﾂｰC, 10d in gravy prior to heating",,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,60,0.88,,-0.055517328,0.3556,ICMSF,1996,"7 ﾂｰC, 10d in gravy prior to heating",,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,65,0.19,,-0.721246399,-0.3544,ICMSF,1996,"7 ﾂｰC, 0d in gravy prior to heating",,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,65,0.48,,-0.318758763,-0.3544,ICMSF,1996,"7 ﾂｰC, 0d in gravy prior to heating",,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,65,0.16,,-0.795880017,-0.3544,ICMSF,1996,"7 ﾂｰC, 1d in gravy prior to heating",,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,65,0.22,,-0.657577319,-0.3544,ICMSF,1996,"7 ﾂｰC, 1d in gravy prior to heating",,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,65,0.031,,-1.508638306,-0.3544,ICMSF,1996,"7 ﾂｰC, 3d in gravy prior to heating",,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,65,0.07,,-1.15490196,-0.3544,ICMSF,1996,"7 ﾂｰC, 3d in gravy prior to heating",,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,65,0.011,,-1.958607315,-0.3544,ICMSF,1996,"7 ﾂｰC, 5d in gravy prior to heating",,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,65,0.029,,-1.537602002,-0.3544,ICMSF,1996,"7 ﾂｰC, 5d in gravy prior to heating",,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,V7,Meat,Chicken,gravy,,,65,0.007,,-2.15490196,-0.3544,ICMSF,1996,"7 ﾂｰC, 10d in gravy prior to heating",,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,Scott A,Meat,Chicken,gravy,,,65,0.014,,-1.853871964,-0.3544,ICMSF,1996,"7 ﾂｰC, 10d in gravy prior to heating",,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,60,5.02,,0.700703717,0.3556,ICMSF,1996,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,60,5.29,,0.723455672,0.3556,ICMSF,1996,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,62,2.21,,0.344392274,0.0716,ICMSF,1996,,,,,0.2188,,0.1464,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,62,2.51,,0.399673721,0.0716,ICMSF,1996,,,,,0.2188,,0.1464,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,64,1.56,,0.193124598,-0.2124,ICMSF,1996,,,,,-0.0452,,-0.1792,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,64,1.84,,0.264817823,-0.2124,ICMSF,1996,,,,,-0.0452,,-0.1792,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,66,0.68,,-0.167491087,-0.4964,ICMSF,1996,,,,,-0.3092,,-0.5048,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,66,0.95,,-0.022276395,-0.4964,ICMSF,1996,,,,,-0.3092,,-0.5048,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,68,0.38,,-0.420216403,-0.7804,ICMSF,1996,,,,,-0.5732,,-0.8304,,,-0.720514278,,-0.779688573
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,68,0.41,,-0.387216143,-0.7804,ICMSF,1996,,,,,-0.5732,,-0.8304,,,-0.720514278,,-0.779688573
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,70,0.16,,-0.795880017,-1.0644,ICMSF,1996,,,,,-0.8372,,-1.156,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Chicken,homogenate,,,70,0.2,,-0.698970004,-1.0644,ICMSF,1996,,,,,-0.8372,,-1.156,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Chicken,leg,,6.55,50,179,,2.252853031,1.7756,ICMSF,1996,,,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,,Meat,Chicken,leg,,6.55,55,14,,1.146128036,1.0656,ICMSF,1996,,,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Chicken,leg,,6.55,60,5.6,,0.748188027,0.3556,ICMSF,1996,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Chicken,leg,,6.55,65,0.53,,-0.27572413,-0.3544,ICMSF,1996,,,,,-0.1772,,-0.342,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,,Meat,Chicken,leg,,6.55,70,0.11,,-0.958607315,-1.0644,ICMSF,1996,,,,,-0.8372,,-1.156,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Chicken,"Raw, breast",,,50,100,6.3,2,1.7756,Doyle et al.,2001,,,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,,Meat,Chicken,"Raw, breast",,,55,13,6.3,1.113943352,1.0656,Doyle et al.,2001,,,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Chicken,"Raw, breast",,,60,8.7,6.3,0.939519253,0.3556,Doyle et al.,2001,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Meat,Chicken,"Raw, breast",,,64.5,0.52,6.3,-0.283996656,-0.2834,Doyle et al.,2001,,,,,-0.1112,,-0.2606,,,-0.237249163,,-0.282722679
Listeria,monocytogenes,,Meat,Chicken,"Raw, breast",,,70,0.13,6.3,-0.886056648,-1.0644,Doyle et al.,2001,,,,,-0.8372,,-1.156,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Meat,Chicken,"Raw, leg",,,50,179,6.7,2.252853031,1.7756,Doyle et al.,2001,,,,,1.8028,,2.1,,,1.764849168,,1.776136024
Listeria,monocytogenes,,Meat,Chicken,"Raw, leg",,,55,14,6.7,1.146128036,1.0656,Doyle et al.,2001,,,,,1.1428,,1.286,,,1.074470433,,1.066184747
Listeria,monocytogenes,,Meat,Chicken,"Raw, leg",,,60,5.6,6.7,0.748188027,0.3556,Doyle et al.,2001,,,,,0.4828,,0.472,,,0.384091698,,0.35623347
